tweet_id retweet_count favorite_count
730924654643314689 1866 5850
730573383004487680 1999 4621
730427201120833536 977 3315
730211855403241472 994 3615
730196704625098752 1760 4578
729854734790754305 1047 3834
729838605770891264 355 1642
729823566028484608 1169 3772
729463711119904772 2168 5482
729113531270991872 300 1783
728986383096946689 766 2983
728760639972315136 1599 4421
728751179681943552 639 2626
728653952833728512 980 3147
728409960103686147 1882 4654
728387165835677696 903 3534
728046963732717569 1128 4070
728035342121635841 1565 4311
728015554473250816 1033 3921
727685679342333952 599 2824
727644517743104000 1646 5567
727524757080539137 1139 4241
727314416056803329 702 3171
727286334147182592 772 2911
727175381690781696 1297 3710
727155742655025152 1242 3432
726935089318363137 2295 6529
726887082820554753 1421 3650
726828223124897792 947 3398
726224900189511680 1076 4206
725842289046749185 2504 6744
725786712245440512 1290 3966
725729321944506368 1665 4945
725458796924002305 574 1347
724983749226668032 1220 3547
724771698126512129 591 2219
724405726123311104 1567 5019
724049859469295616 1675 4106
724046343203856385 521 2529
724004602748780546 1442 3962
723912936180330496 1160 3703
723688335806480385 2738 7265
723673163800948736 836 2874
723179728551723008 1756 5028
722974582966214656 1473 3888
722613351520608256 1543 4736
721503162398597120 1710 4371
721001180231503872 576 2405
720785406564900865 723 2941
720775346191278080 610 2338
720415127506415616 1410 3932
720389942216527872 2345 6048
720340705894408192 915 2718
720059472081784833 1053 3665
720043174954147842 1884 4694
719991154352222208 1634 4607
719704490224398336 1338 4315
719551379208073216 1785 4791
719367763014393856 708 2665
719339463458033665 1156 4234
719332531645071360 893 3273
718971898235854848 1012 3298
718939241951195136 1641 4981
718631497683582976 7515 17900
718613305783398402 450 2322
718540630683709445 953 2311
718460005985447936 492 2563
718454725339934721 1419 4613
718246886998687744 460 1816
718234618122661888 934 3673
717841801130979328 561 2332
717790033953034240 1025 2713
717537687239008257 1732 5493
717428917016076293 423 1536
717421804990701568 780 2988
717047459982213120 1803 5965
717009362452090881 901 3076
716802964044845056 1094 4084
716791146589110272 1489 7848
716730379797970944 409 1170
716447146686459905 5513 12412
716439118184652801 198 2271
716285507865542656 989 2640
716080869887381504 1787 6448
715928423106027520 829 3030
715758151270801409 1345 3526
715733265223708672 1589 4445
715704790270025728 535 2640
715696743237730304 1215 3727
715680795826982913 1496 4081
715360349751484417 1473 5203
715342466308784130 645 2894
715220193576927233 612 2300
715200624753819648 1756 4903
715009755312439296 1151 3945
714982300363173890 971 3541
714962719905021952 3991 6983
714957620017307648 1323 3944
714631576617938945 934 3112
714606013974974464 868 3458
714485234495041536 1062 2530
714258258790387713 688 2890
714251586676113411 785 3116
714214115368108032 825 2175
714141408463036416 1324 4105
713919462244790272 746 3132
713909862279876608 512 1803
713900603437621249 687 2702
713761197720473600 1283 4621
713411074226274305 1227 4221
713177543487135744 2693 6858
713175907180089344 1382 4229
712809025985978368 6311 18111
712717840512598017 4659 11705
712668654853337088 1134 3948
712438159032893441 1471 5053
712309440758808576 25 223
712097430750289920 970 3591
712092745624633345 840 2799
712085617388212225 462 3110
712065007010385924 587 2141
711998809858043904 122 0
711968124745228288 2168 7639
711743778164514816 939 2708
711732680602345472 3826 8359
711694788429553666 17249 31188
711652651650457602 854 3669
711363825979756544 1067 3437
711306686208872448 700 3141
711008018775851008 578 2846
710997087345876993 1306 4359
710844581445812225 645 2423
710833117892898816 502 2556
710658690886586372 530 2206
710609963652087808 2249 4561
710588934686908417 1756 4311
710296729921429505 694 2261
710283270106132480 494 2061
710272297844797440 1183 4297
710269109699739648 1053 2279
710153181850935296 844 2770
710140971284037632 835 2607
710117014656950272 1862 5187
709918798883774466 1021 3331
709901256215666688 97 635
709852847387627521 1133 3332
709566166965075968 1125 3365
709556954897764353 1007 3122
709519240576036864 225 1431
709449600415961088 538 2099
709409458133323776 642 2518
709225125749587968 539 2285
709207347839836162 5413 11863
709198395643068416 609 2340
709179584944730112 631 1915
709158332880297985 384 1941
709042156699303936 1535 4490
708853462201716736 620 1714
708845821941387268 839 2827
708834316713893888 475 1605
708810915978854401 6499 15678
708738143638450176 769 2624
708711088997666817 671 2406
708479650088034305 643 2419
708469915515297792 764 2952
708400866336894977 9450 15132
708356463048204288 1249 3405
708349470027751425 701 2247
708149363256774660 1464 4104
708130923141795840 804 3212
708119489313951744 922 2557
708109389455101952 526 1865
708026248782585858 1814 4187
707995814724026368 1060 2974
707983188426153984 2 49
707969809498152960 904 2558
707776935007539200 903 3122
707741517457260545 577 2370
707738799544082433 2299 3881
707693576495472641 942 3225
707629649552134146 818 2442
707610948723478529 5963 16155
707420581654872064 660 2145
707411934438625280 566 2193
707387676719185920 1198 3330
707377100785885184 1017 3103
707315916783140866 598 2359
707297311098011648 737 2658
707059547140169728 635 2473
707038192327901184 743 2082
707021089608753152 1274 3893
707014260413456384 562 2206
706904523814649856 7394 13869
706901761596989440 545 1945
706681918348251136 917 3140
706644897839910912 1028 2441
706593038911545345 596 2056
706538006853918722 1351 3317
706516534877929472 971 2975
706346369204748288 869 3280
706310011488698368 7421 20221
706291001778950144 450 1629
706265994973601792 875 2603
706169069255446529 2083 3714
706166467411222528 1513 4902
706153300320784384 361 1409
705975130514706432 685 2955
705970349788291072 837 3028
705898680587526145 519 2268
705786532653883392 486 1843
705591895322394625 1078 3010
705475953783398401 861 2832
705442520700944385 1511 4196
705428427625635840 1575 3625
705239209544720384 709 2854
705223444686888960 751 2461
705102439679201280 488 2039
705066031337840642 572 2083
704871453724954624 1056 4067
704859558691414016 498 2149
704847917308362754 1424 4835
704819833553219584 920 2517
704761120771465216 2742 6328
704499785726889984 943 2768
704491224099647488 74 714
704480331685040129 1011 3237
704364645503647744 3341 7596
704347321748819968 328 1501
704134088924532736 429 1435
704113298707505153 541 1775
704054845121142784 867 2786
703774238772166656 421 1765
703769065844768768 1073 3110
703631701117943808 631 2443
703611486317502464 1440 3666
703425003149250560 1274 3609
703407252292673536 650 2324
703382836347330562 1075 3331
703356393781329922 363 1826
703268521220972544 512 1892
703079050210877440 2907 7034
703041949650034688 11714 25076
702932127499816960 679 2462
702899151802126337 422 1525
702684942141153280 1000 3083
702671118226825216 529 2083
702598099714314240 3236 11653
702539513671897089 907 2749
702332542343577600 1454 3015
702321140488925184 989 3131
702276748847800320 725 2345
702217446468493312 1269 4553
701981390485725185 926 3279
701952816642965504 972 3661
701889187134500865 1304 3365
701805642395348998 1576 3249
701601587219795968 429 2000
701570477911896070 877 2682
701545186879471618 577 2540
701214700881756160 4810 11624
700890391244103680 534 2118
700864154249383937 591 2476
700847567345688576 471 2345
700796979434098688 888 2325
700747788515020802 8754 21685
700518061187723268 752 2486
700505138482569216 544 2177
700462010979500032 1688 3922
700167517596164096 686 2506
700151421916807169 637 2138
700143752053182464 2550 7166
700062718104104960 646 2518
700029284593901568 548 1979
700002074055016451 1261 3145
699801817392291840 891 2885
699788877217865730 485 2133
699779630832685056 1165 2596
699775878809702401 572 1869
699691744225525762 4329 9767
699446877801091073 2481 5684
699434518667751424 484 2075
699423671849451520 304 1294
699413908797464576 592 1987
699370870310113280 410 1804
699323444782047232 816 2999
699088579889332224 590 2153
699079609774645248 609 2334
699072405256409088 1122 2814
699060279947165696 1695 3559
699036661657767936 1137 2487
698989035503689728 915 3171
698953797952008193 857 2553
698907974262222848 580 2406
698710712454139905 639 2353
698703483621523456 350 1377
698635131305795584 323 1232
698549713696649216 587 2217
698355670425473025 418 1759
698342080612007937 908 2150
698262614669991936 1875 4549
698195409219559425 5631 15992
698178924120031232 699 2684
697995514407682048 320 1449
697990423684476929 1214 3124
697943111201378304 640 2276
697881462549430272 1096 2877
697630435728322560 516 1656
697616773278015490 949 2983
697596423848730625 1186 2871
697575480820686848 478 1945
697516214579523584 1043 1941
697482927769255936 632 2316
697463031882764288 1321 3264
697270446429966336 1775 4494
697259378236399616 943 3138
697255105972801536 1095 2923
697242256848379904 638 2415
696900204696625153 975 3016
696894894812565505 643 2235
696886256886657024 1687 4608
696877980375769088 668 2336
696754882863349760 337 1411
696744641916489729 877 1962
696713835009417216 612 2255
696518437233913856 1631 3737
696490539101908992 134 1158
696488710901260288 966 2392
696405997980676096 1090 3049
696100768806522880 615 1840
695816827381944320 1081 2867
695794761660297217 730 3015
695767669421768709 694 1766
695629776980148225 1968 4342
695446424020918272 1714 4208
695409464418041856 3383 8266
695314793360662529 1357 3445
695095422348574720 578 2528
695074328191332352 1032 2697
695064344191721472 549 1524
695051054296211456 748 2522
694925794720792577 863 2574
694905863685980160 880 2622
694669722378485760 13520 34093
694356675654983680 269 1433
694352839993344000 571 1938
694342028726001664 456 1512
694329668942569472 472 1900
694206574471057408 1923 3956
694183373896572928 877 2803
694001791655137281 966 3246
693993230313091072 381 1796
693942351086120961 344 1668
693647888581312512 550 2560
693644216740769793 118 1293
693642232151285760 395 2430
693629975228977152 751 2339
693622659251335168 353 1466
693590843962331137 1848 4812
693582294167244802 235 1572
693486665285931008 595 1689
693280720173801472 1172 3194
693267061318012928 764 2269
693262851218264065 467 2097
693231807727280129 698 2746
693155686491000832 3017 7517
693109034023534592 573 1628
693095443459342336 428 1774
692919143163629568 716 2560
692905862751522816 824 2314
692901601640583168 567 1669
692894228850999298 744 2153
692828166163931137 837 2742
692752401762250755 3432 6494
692568918515392513 1457 4148
692535307825213440 1281 3004
692530551048294401 387 1756
692423280028966913 210 1405
692417313023332352 3255 8919
692187005137076224 774 2413
692158366030913536 748 2041
692142790915014657 366 1565
692041934689402880 1185 3236
692017291282812928 898 2758
691820333922455552 1552 3783
691793053716221953 3981 7743
691756958957883396 928 2696
691675652215414786 476 1860
691483041324204033 526 2280
691459709405118465 1070 3854
691444869282295808 792 2508
691416866452082688 7191 18428
691321916024623104 622 2462
691096613310316544 832 2846
691090071332753408 318 1646
690989312272396288 2709 5631
690959652130045952 1156 3407
690938899477221376 1826 3892
690932576555528194 952 3124
690735892932222976 1200 3607
690728923253055490 489 2068
690690673629138944 777 2224
690649993829576704 258 1241
690607260360429569 15 287
690597161306841088 573 1855
690400367696297985 426 1803
690374419777196032 798 3093
690360449368465409 831 2529
690348396616552449 482 1423
690248561355657216 392 1604
690021994562220032 970 2668
690015576308211712 689 2373
690005060500217858 1595 3505
689999384604450816 343 1351
689993469801164801 423 1393
689977555533848577 424 1306
689905486972461056 653 2340
689877686181715968 1098 2894
689835978131935233 710 2075
689661964914655233 886 3089
689659372465688576 3628 9868
689623661272240129 605 2116
689599056876867584 5202 11105
689557536375177216 427 1961
689517482558820352 1346 3243
689289219123089408 879 2146
689283819090870273 1039 3106
689280876073582592 665 1883
689275259254616065 233 1094
689255633275777024 1021 2434
689154315265683456 936 2942
689143371370250240 471 1931
688916208532455424 808 2585
688908934925697024 724 2003
688898160958271489 737 1998
688894073864884227 647 2143
688828561667567616 344 1314
688804835492233216 177 915
688789766343622656 627 2116
688547210804498433 659 2469
688519176466644993 687 2219
688385280030670848 4216 8824
688211956440801280 784 2142
688179443353796608 551 2039
688116655151435777 730 2690
688064179421470721 339 1651
687841446767013888 2352 5193
687826841265172480 1054 2614
687818504314159109 901 2373
687807801670897665 677 2269
687732144991551489 622 1675
687704180304273409 791 2317
687664829264453632 483 1848
687494652870668288 545 1814
687480748861947905 226 1528
687476254459715584 502 1888
687460506001633280 509 1966
687399393394311168 580 1807
687317306314240000 8653 19193
687312378585812992 1789 4153
687127927494963200 2127 5165
687124485711986689 476 2090
687109925361856513 2315 5536
687102708889812993 908 2232
687096057537363968 572 2135
686947101016735744 3007 8226
686760001961103360 1308 3349
686749460672679938 1366 3307
686730991906516992 1134 3941
686683045143953408 761 2697
686618349602762752 1283 3527
686606069955735556 511 1804
686394059078897668 652 1656
686386521809772549 830 3104
686377065986265092 533 2115
686358356425093120 621 2070
686286779679375361 1580 3837
686050296934563840 690 2119
686035780142297088 111 1095
686034024800862208 1075 2943
686007916130873345 381 2359
686003207160610816 582 1744
685973236358713344 490 2000
685943807276412928 554 1549
685906723014619143 2686 7119
685681090388975616 116 1944
685667379192414208 528 2243
685663452032069632 1381 3064
685641971164143616 721 2773
685547936038666240 14660 31343
685532292383666176 1090 2894
685325112850124800 3725 8970
685321586178670592 594 2522
685315239903100929 978 3131
685307451701334016 413 1982
685268753634967552 1127 2949
685198997565345792 625 2226
685169283572338688 1340 3915
684969860808454144 344 2272
684959798585110529 2940 6468
684940049151070208 978 3050
684926975086034944 441 3338
684914660081053696 1371 3340
684902183876321280 494 1785
684880619965411328 758 1994
684830982659280897 20447 33347
684800227459624960 940 2596
684594889858887680 3294 8470
684588130326986752 1331 3917
684567543613382656 1139 2860
684538444857667585 893 2518
684481074559381504 1111 3696
684460069371654144 524 1882
684241637099323392 3079 7721
684225744407494656 193 1184
684222868335505415 1283 3642
684200372118904832 985 2051
684195085588783105 476 1817
684188786104872960 1093 3336
684177701129875456 620 1923
684147889187209216 1432 2842
684122891630342144 442 1910
684097758874210310 1347 3923
683857920510050305 1054 3629
683852578183077888 328 1855
683849932751646720 893 2485
683834909291606017 1060 2506
683828599284170753 1000 2677
683773439333797890 1265 3185
683742671509258241 3128 6144
683515932363329536 2721 6988
683498322573824003 916 3023
683481228088049664 946 2543
683462770029932544 639 2311
683449695444799489 1506 3684
683391852557561860 2256 7276
683357973142474752 857 2758
683142553609318400 983 2735
683111407806746624 856 3240
683098815881154561 614 2073
683078886620553216 536 1905
683030066213818368 701 2060
682962037429899265 15435 34902
682808988178739200 158 1689
682788441537560576 1051 2362
682750546109968385 410 1444
682697186228989953 343 1256
682662431982772225 1022 2908
682638830361513985 559 1968
682429480204398592 1082 3273
682406705142087680 1653 7198
682393905736888321 623 2134
682389078323662849 443 1591
682303737705140231 916 2915
682259524040966145 1118 3937
682242692827447297 1078 3074
682088079302213632 9240 17310
682059653698686977 1580 4687
682047327939461121 879 3044
682032003584274432 1873 6244
682003177596559360 1422 2965
681981167097122816 963 2666
681891461017812993 768 2346
681694085539872773 3819 12187
681679526984871937 414 1683
681654059175129088 849 2497
681610798867845120 438 1805
681579835668455424 1220 3361
681523177663676416 5400 13548
681340665377193984 256 1563
681339448655802368 3835 8832
681320187870711809 694 2512
681302363064414209 1706 3733
681297372102656000 889 3059
681281657291280384 1031 3074
681261549936340994 250 1384
681242418453299201 492 1414
681231109724700672 458 2299
681193455364796417 1387 3517
680970795137544192 613 2291
680959110691590145 1878 4365
680940246314430465 973 3031
680934982542561280 408 1985
680913438424612864 581 2294
680889648562991104 346 1679
680836378243002368 1246 3285
680805554198020098 626 2049
680801747103793152 767 2259
680798457301471234 969 2697
680609293079592961 652 2500
680583894916304897 1243 3439
680497766108381184 1799 4011
680494726643068929 456 1632
680473011644985345 708 2415
680440374763077632 469 1380
680221482581123072 279 1417
680206703334408192 1096 2692
680191257256136705 470 2049
680176173301628928 1452 3692
680161097740095489 695 2217
680145970311643136 1634 3437
680130881361686529 884 2183
680115823365742593 856 2580
680100725817409536 1296 3425
680085611152338944 8467 12168
680070545539371008 807 2460
679877062409191424 606 1879
679872969355714560 623 2092
679862121895714818 579 2335
679854723806179328 1155 2714
679844490799091713 711 2260
679828447187857408 13113 34298
679777920601223168 1030 2953
679736210798047232 743 1985
679729593985699840 780 2058
679722016581222400 442 1583
679530280114372609 1953 4520
679527802031484928 680 2502
679511351870550016 1180 3183
679503373272485890 1371 3005
679475951516934144 603 1990
679462823135686656 17583 29805
679405845277462528 1119 2249
679158373988876288 7522 20068
679148763231985668 965 2642
679132435750195208 1080 2812
679111216690831360 2422 5620
679062614270468097 7503 16005
679047485189439488 612 2128
679001094530465792 1142 2696
678991772295516161 1073 2149
678969228704284672 423 1548
678800283649069056 844 2429
678798276842360832 1078 3255
678774928607469569 845 2651
678767140346941444 1268 3324
678764513869611008 435 1535
678755239630127104 3047 6690
678740035362037760 1554 3527
678708137298427904 2270 5294
678675843183484930 1363 2691
678643457146150913 375 1937
678446151570427904 1434 3774
678424312106393600 2374 5155
678410210315247616 1676 3964
678399652199309312 29620 75692
678396796259975168 390 1501
678389028614488064 392 1758
678380236862578688 844 2297
678341075375947776 500 1627
678334497360859136 231 1223
678278586130948096 5695 10774
678255464182861824 343 1497
678023323247357953 351 1798
678021115718029313 5863 12801
677961670166224897 1580 3225
677918531514703872 380 1256
677895101218201600 1923 4537
677716515794329600 910 2865
677700003327029250 1339 3203
677698403548192770 298 1158
677687604918272002 787 2347
677673981332312066 1397 3136
677662372920729601 883 1837
677644091929329666 753 1754
677573743309385728 640 2001
677565715327688705 427 1226
677557565589463040 1071 2299
677547928504967168 3427 6511
677530072887205888 212 999
677335745548390400 1619 2861
677334615166730240 262 1268
677331501395156992 217 1024
677328882937298944 1406 3446
677314812125323265 491 1555
677301033169788928 369 1154
677269281705472000 657 1854
677228873407442944 1519 3334
677187300187611136 845 2564
676975532580409345 989 2606
676957860086095872 754 2097
676949632774234114 366 1231
676948236477857792 801 2023
676946864479084545 340 1630
676942428000112642 692 1942
676936541936185344 4597 11973
676916996760600576 1687 2787
676897532954456065 673 2112
676864501615042560 653 1963
676821958043033607 14340 21433
676819651066732545 615 1710
676811746707918848 398 1350
676776431406465024 1877 4685
676617503762681856 886 2707
676613908052996102 184 1020
676606785097199616 404 1787
676603393314578432 355 1087
676593408224403456 1986 4273
676590572941893632 115 866
676588346097852417 725 2157
676582956622721024 253 1111
676575501977128964 1037 2410
676533798876651520 514 1758
676496375194980353 494 1426
676470639084101634 4343 10891
676440007570247681 614 1615
676430933382295552 316 1308
676263575653122048 502 1960
676237365392908289 259 1130
676219687039057920 28675 71627
676215927814406144 531 1627
676191832485810177 956 2120
676146341966438401 618 1806
676121918416756736 1078 2023
676101918813499392 1083 2652
676098748976615425 1300 2782
676089483918516224 406 1229
675898130735476737 523 1506
675891555769696257 788 1987
675888385639251968 874 2208
675878199931371520 1297 3893
675870721063669760 520 1520
675853064436391936 1185 2515
675849018447167488 130 886
675845657354215424 806 2121
675822767435051008 494 1418
675820929667219457 221 981
675798442703122432 3161 9602
675781562965868544 430 1501
675740360753160193 311 1099
675710890956750848 755 1750
675707330206547968 628 1840
675706639471788032 88 606
675534494439489536 376 1720
675531475945709568 349 1104
675522403582218240 260 968
675517828909424640 428 1202
675501075957489664 5402 16025
675497103322386432 1185 2912
675489971617296384 547 1193
675483430902214656 893 1711
675432746517426176 528 1407
675372240448454658 479 1570
675362609739206656 205 982
675354435921575936 15394 30273
675349384339542016 2084 3650
675334060156301312 1185 2572
675166823650848770 1439 3289
675153376133427200 2351 5787
675149409102012420 1560 3456
675147105808306176 212 869
675146535592706048 266 1094
675145476954566656 819 1979
675135153782571009 430 1208
675113801096802304 714 1801
675111688094527488 224 887
675109292475830276 1035 2600
675047298674663426 292 976
675015141583413248 1087 2503
675006312288268288 206 902
675003128568291329 428 1438
674999807681908736 1010 2071
674805413498527744 329 789
674800520222154752 780 2783
674793399141146624 999 2310
674790488185167872 228 1022
674788554665512960 189 743
674781762103414784 1091 1855
674774481756377088 431 1016
674767892831932416 716 1680
674764817387900928 210 724
674754018082705410 401 1263
674752233200820224 420 1355
674743008475090944 496 1294
674742531037511680 46 443
674739953134403584 348 1008
674737130913071104 81 599
674690135443775488 433 1058
674670581682434048 593 1499
674664755118911488 217 842
674646392044941312 443 1322
674644256330530816 255 961
674638615994089473 537 1553
674632714662858753 523 1386
674606911342424069 90 861
674468880899788800 1856 5760
674447403907457024 325 982
674436901579923456 357 1025
674422304705744896 492 1330
674416750885273600 125 636
674410619106390016 420 1110
674394782723014656 518 1389
674372068062928900 289 791
674330906434379776 69 528
674318007229923329 470 1302
674307341513269249 6296 10498
674291837063053312 5338 13610
674271431610523648 669 1441
674269164442398721 209 845
674265582246694913 767 1511
674262580978937856 411 1220
674255168825880576 492 1345
674082852460433408 149 707
674075285688614912 257 920
674063288070742018 1980 5901
674053186244734976 1179 3050
674051556661161984 448 1343
674045139690631169 583 1303
674042553264685056 115 663
674038233588723717 383 1016
674036086168010753 185 790
674024893172875264 1119 1641
674019345211760640 274 1051
674014384960745472 581 1443
674008982932058114 319 1116
673956914389192708 874 1812
673919437611909120 337 1089
673906403526995968 1500 2942
673887867907739649 231 872
673716320723169284 690 2859
673715861853720576 1874 3256
673711475735838725 273 963
673709992831262724 242 778
673708611235921920 261 990
673707060090052608 357 1024
673705679337693185 369 1165
673700254269775872 519 1327
673697980713705472 1759 3644
673689733134946305 593 1608
673688752737402881 450 1167
673686845050527744 392 1328
673680198160809984 425 1266
673662677122719744 339 1162
673656262056419329 211 671
673636718965334016 331 1025
673612854080196609 652 1477
673583129559498752 325 1106
673580926094458881 250 769
673576835670777856 508 1273
673363615379013632 275 957
673359818736984064 613 1333
673355879178194945 519 1391
673352124999274496 487 1540
673350198937153538 192 704
673345638550134785 1152 2310
673343217010679808 245 894
673342308415348736 515 1178
673320132811366400 7120 12381
673317986296586240 227 815
673295268553605120 2863 6947
673270968295534593 328 989
673240798075449344 641 1314
673213039743795200 760 2049
673148804208660480 568 1551
672997845381865473 646 1818
672995267319328768 266 870
672988786805112832 264 903
672984142909456390 499 1157
672980819271634944 921 1674
672975131468300288 816 1547
672970152493887488 324 873
672968025906282496 494 1226
672964561327235073 584 1300
672902681409806336 447 1272
672898206762672129 381 832
672884426393653248 765 1420
672877615439593473 323 946
672834301050937345 521 1203
672828477930868736 441 1142
672640509974827008 286 907
672622327801233409 436 1189
672614745925664768 529 1119
672609152938721280 352 1010
672604026190569472 359 1012
672594978741354496 553 1223
672591762242805761 301 875
672591271085670400 171 663
672538107540070400 329 934
672523490734551040 151 573
672488522314567680 396 1028
672482722825261057 543 1032
672481316919734272 119 666
672475084225949696 637 1334
672466075045466113 474 1242
672272411274932228 3057 5920
672267570918129665 556 1361
672264251789176834 305 1042
672256522047614977 1382 2600
672254177670729728 677 1317
672248013293752320 541 1592
672245253877968896 141 625
672239279297454080 290 831
672231046314901505 916 1677
672222792075620352 189 723
672205392827572224 1038 2065
672169685991993344 332 940
672160042234327040 319 804
672139350159835138 629 1600
672125275208069120 1033 2187
672095186491711488 336 913
672082170312290304 332 866
672068090318987265 464 1182
671896809300709376 3795 7829
671891728106971137 510 1206
671882082306625538 1262 3215
671879137494245376 604 1298
671874878652489728 501 1150
671866342182637568 441 1037
671855973984772097 392 825
671789708968640512 3131 6527
671768281401958400 449 1093
671763349865160704 815 1540
671744970634719232 695 1249
671743150407421952 214 693
671735591348891648 680 1328
671729906628341761 3944 7799
671561002136281088 6560 11757
671550332464455680 190 839
671547767500775424 529 1244
671544874165002241 937 1797
671542985629241344 508 996
671538301157904385 348 856
671536543010570240 368 1081
671533943490011136 523 929
671528761649688577 232 774
671520732782923777 478 1274
671518598289059840 268 865
671511350426865664 632 1464
671504605491109889 3251 6447
671497587707535361 412 852
671488513339211776 434 918
671486386088865792 179 527
671485057807351808 212 701
671390180817915904 676 1316
671362598324076544 271 1022
671357843010908160 141 365
671355857343524864 110 445
671347597085433856 384 872
671186162933985280 189 662
671182547775299584 303 1015
671166507850801152 312 801
671163268581498880 1001 1502
671159727754231808 72 324
671154572044468225 199 651
671151324042559489 138 607
671147085991960577 200 607
671141549288370177 594 1060
671138694582165504 365 845
671134062904504320 171 675
671122204919246848 2278 3186
671115716440031232 704 1253
671109016219725825 394 1052
670995969505435648 262 1009
670842764863651840 7840 22719
670840546554966016 173 535
670838202509447168 619 1016
670833812859932673 113 398
670832455012716544 194 667
670826280409919488 3648 5052
670823764196741120 168 707
670822709593571328 88 556
670815497391357952 1387 2891
670811965569282048 242 1033
670807719151067136 445 1078
670804601705242624 861 1799
670803562457407488 81 312
670797304698376195 211 679
670792680469889025 244 757
670789397210615808 217 608
670786190031921152 182 550
670783437142401025 348 762
670782429121134593 695 1410
670780561024270336 262 725
670778058496974848 65 306
670764103623966721 387 998
670755717859713024 95 402
670733412878163972 463 884
670727704916926465 325 766
670717338665226240 436 1094
670704688707301377 336 712
670691627984359425 218 536
670679630144274432 254 686
670676092097810432 37 224
670668383499735048 4496 9790
670474236058800128 669 1386
670468609693655041 80 328
670465786746662913 493 892
670452855871037440 184 505
670449342516494336 584 1105
670444955656130560 1794 6222
670442337873600512 182 593
670435821946826752 461 973
670434127938719744 583 1299
670433248821026816 103 304
670428280563085312 553 1283
670427002554466305 146 481
670421925039075328 576 1198
670420569653809152 280 563
670417414769758208 295 525
670411370698022913 810 1852
670408998013820928 198 505
670403879788544000 137 391
670385711116361728 186 515
670374371102445568 247 687
670361874861563904 59 301
670338931251150849 101 397
670319130621435904 1106 3587
670303360680108032 118 402
670290420111441920 259 638
670093938074779648 298 944
670086499208155136 226 637
670079681849372674 1103 2031
670073503555706880 706 1424
670069087419133954 215 569
670061506722140161 299 689
670055038660800512 293 609
670046952931721218 159 593
670040295598354432 101 689
670037189829525505 249 540
670003130994700288 83 302
669993076832759809 74 297
669972011175813120 139 409
669970042633789440 50 278
669942763794931712 143 460
669926384437997569 87 349
669923323644657664 53 211
669753178989142016 359 733
669749430875258880 60 235
669684865554620416 79 462
669683899023405056 98 348
669682095984410625 123 321
669680153564442624 260 611
669661792646373376 385 742
669625907762618368 1634 3228
669603084620980224 332 881
669597912108789760 138 467
669583744538451968 840 1369
669573570759163904 126 401
669571471778410496 919 1460
669567591774625800 47 213
669564461267722241 108 357
669393256313184256 66 324
669375718304980992 652 1216
669371483794317312 158 450
669367896104181761 138 419
669363888236994561 207 572
669359674819481600 110 341
669354382627049472 1148 2476
669353438988365824 236 577
669351434509529089 166 399
669328503091937280 381 931
669327207240699904 112 524
669324657376567296 191 451
669216679721873412 365 1092
669214165781868544 143 396
669203728096960512 421 921
669037058363662336 281 598
669015743032369152 335 674
669006782128353280 219 529
669000397445533696 5724 19217
668994913074286592 203 398
668992363537309700 307 674
668989615043424256 301 615
668988183816871936 412 826
668986018524233728 147 500
668981893510119424 273 495
668979806671884288 312 725
668975677807423489 524 1192
668967877119254528 21 130
668960084974809088 222 641
668955713004314625 65 249
668932921458302977 53 233
668902994700836864 91 290
668892474547511297 133 368
668872652652679168 274 487
668852170888998912 145 417
668826086256599040 119 392
668815180734689280 234 512
668779399630725120 338 654
668655139528511488 198 484
668645506898350081 475 807
668643542311546881 467 807
668641109086707712 488 978
668636665813057536 449 947
668633411083464705 1438 2556
668631377374486528 290 652
668627278264475648 100 288
668625577880875008 115 348
668623201287675904 676 1296
668620235289837568 36 187
668614819948453888 286 564
668587383441514497 969 1537
668567822092664832 49 218
668544745690562560 204 467
668542336805281792 190 416
668537837512433665 63 233
668528771708952576 198 424
668507509523615744 94 297
668496999348633600 118 372
668484198282485761 214 382
668480044826800133 131 415
668466899341221888 462 807
668297328638447616 269 572
668291999406125056 29 221
668286279830867968 124 459
668274247790391296 210 751
668268907921326080 211 504
668256321989451776 539 1188
668248472370458624 422 869
668237644992782336 2541 5647
668226093875376128 90 264
668221241640230912 178 467
668204964695683073 177 511
668190681446379520 180 595
668171859951755264 168 443
668154635664932864 283 458
668142349051129856 254 529
668113020489474048 214 613
667937095915278337 722 1140
667924896115245057 98 272
667915453470232577 50 192
667911425562669056 261 447
667902449697558528 348 787
667886921285246976 962 1708
667885044254572545 420 754
667878741721415682 106 361
667873844930215936 367 574
667866724293877760 932 2791
667861340749471744 74 227
667832474953625600 57 266
667806454573760512 445 965
667801013445750784 84 294
667793409583771648 302 634
667782464991965184 222 376
667773195014021121 47 212
667766675769573376 198 391
667728196545200128 135 339
667724302356258817 284 440
667550904950915073 29 0
667550882905632768 26 0
667549055577362432 2027 5266
667546741521195010 115 312
667544320556335104 479 785
667538891197542400 59 186
667534815156183040 472 743
667530908589760512 218 429
667524857454854144 1009 1551
667517642048163840 175 340
667509364010450944 1916 6246
667502640335572993 201 499
667495797102141441 239 477
667491009379606528 200 471
667470559035432960 88 231
667455448082227200 56 176
667453023279554560 80 288
667443425659232256 519 704
667437278097252352 213 411
667435689202614272 79 280
