tweet_id retweet_count favorite_count
856543823941562368 2627 15259
856526610513747968 1713 11111
856330835276025856 609 0
856288084350160898 15 495
856282028240666624 5759 25927
855862651834028034 22 312
855860136149123072 882 4559
855857698524602368 1926 11112
855851453814013952 16605 42979
855818117272018944 4974 24919
855459453768019968 7521 27828
855245323840757760 5454 0
855138241867124737 39 0
854732716440526848 5557 21287
854482394044301312 6240 27347
854365224396361728 4296 17677
854120357044912130 6836 30002
854010172552949760 2899 15253
853760880890318849 5307 26822
853639147608842240 9196 32499
853299958564483072 3273 14552
852936405516943360 1840 0
852912242202992640 1663 8479
852672615818899456 1999 14049
852553447878664193 3225 15325
852311364735569921 9173 31197
852226086759018497 6306 18831
852189679701164033 1468 10832
851861385021730816 19 0
851591660324737024 3237 15375
851464819735769094 6529 22923
851224888060895234 5337 19555
850753642995093505 8399 29003
850380195714523136 2416 12415
850333567704068097 305 3278
850145622816686080 3511 15437
850019790995546112 4527 19317
849776966551130114 7056 28740
849668094696017920 4614 0
849412302885593088 2933 15055
849336543269576704 1750 10830
849051919805034497 7886 40134
848690551926992896 4037 23932
848324959059550208 4314 23495
848213670039564288 672 7765
848212111729840128 2813 15491
847978865427394560 3037 0
847971574464610304 412 0
847962785489326080 4745 22368
847842811428974592 1230 5146
847617282490613760 386 6653
847606175596138505 3191 17862
847251039262605312 4050 19514
847157206088847362 5436 18879
847116187444137987 2974 20427
846874817362120707 3669 19120
846514051647705089 10776 42355
846505985330044928 2867 13454
846153765933735936 8467 29987
846139713627017216 9465 29579
846042936437604353 2674 15232
845812042753855489 8131 27847
845677943972139009 4520 24064
845397057150107648 1670 7285
845306882940190720 5041 22233
845098359547420673 7171 0
844979544864018432 2383 13024
844973813909606400 2967 14333
844580511645339650 2909 15711
844223788422217728 2056 13062
843981021012017153 2787 14520
843856843873095681 4322 20530
843604394117681152 2566 16148
843235543001513987 5624 20552
842846295480000512 3428 14640
842765311967449089 1199 6448
842535590457499648 3301 17373
842163532590374912 5454 23392
842115215311396866 2853 13392
841833993020538882 14078 0
841680585030541313 7390 24706
841439858740625411 3434 12079
841320156043304961 5195 18983
841314665196081154 4374 15181
841077006473256960 5020 21926
840761248237133825 1662 0
840728873075638272 15100 0
840698636975636481 2 170
840696689258311684 913 11788
840632337062862849 1662 8644
840370681858686976 4306 15778
840268004936019968 5407 18461
839990271299457024 2138 12885
839549326359670784 7327 26304
839290600511926273 137 0
839239871831150596 6137 25960
838952994649550848 3787 18874
838921590096166913 1934 10698
838916489579200512 32 0
838831947270979586 10409 0
838561493054533637 1263 10545
838476387338051585 4492 21576
838201503651401729 9503 0
838150277551247360 313 1599
838085839343206401 1 134
838083903487373313 2940 16953
837820167694528512 7405 32751
837482249356513284 421 3722
837471256429613056 2137 12320
837110210464448512 2242 15457
836989968035819520 2183 12295
836753516572119041 4391 18630
836677758902222849 2101 12164
836648853927522308 523 0
836397794269200385 26030 0
836380477523124226 2840 14253
836260088725786625 4108 20529
836001077879255040 4044 18388
835685285446955009 7703 0
835574547218894849 3417 17133
835536468978302976 1598 0
835309094223372289 19851 0
835297930240217089 2833 15889
835264098648616962 1598 7444
835246439529840640 67 2020
835172783151792128 5462 25229
835152434251116546 2849 21562
834931633769889797 1536 10386
834786237630337024 5260 20719
834574053763584002 2386 13155
834477809192075265 10112 0
834458053273591808 1592 9275
834209720923721728 4496 19807
834167344700198914 3485 15266
834089966724603904 2032 9686
834086379323871233 2100 12588
833863086058651648 2287 12969
833826103416520705 3585 17516
833732339549220864 211 0
833722901757046785 3092 20188
833479644947025920 1944 14378
833124694597443584 4614 19535
832998151111966721 2095 12783
832769181346996225 38 0
832757312314028032 3444 16287
832682457690300417 2771 11465
832645525019123713 506 2818
832636094638288896 2648 15328
832397543355072512 2109 11559
832369877331693569 3037 16585
832273440279240704 2230 10957
832215909146226688 5924 0
832215726631055365 8879 0
832088576586297345 2 61
832040443403784192 9134 0
832032802820481025 4439 17237
831939777352105988 5851 23154
831926988323639298 34 325
831911600680497154 6193 26588
831670449226514432 1736 10075
831650051525054464 1840 6881
831552930092285952 2227 8690
831322785565769729 1488 8987
831315979191906304 1064 6314
831309418084069378 2352 11392
831262627380748289 1957 11492
830956169170665475 1424 7715
830583320585068544 15931 64399
830173239259324417 5412 0
830097400375152640 2801 9423
829878982036299777 4774 0
829861396166877184 1850 11860
829501995190984704 10112 30703
829449946868879360 1921 10136
829141528400556032 7001 23557
829011960981237760 15632 51614
828801551087042563 3260 0
828770345708580865 5591 24771
828708714936930305 10701 35312
828650029636317184 1281 9208
828409743546925057 1110 6168
828408677031882754 1230 7440
828381636999917570 2130 12203
828376505180889089 1023 7156
828372645993398273 2797 12199
828361771580813312 169 2114
828046555563323392 2747 11366
828011680017821696 2061 10029
827933404142436356 5010 19404
827653905312006145 2895 15007
827600520311402496 895 7251
827324948884643840 2895 15345
827199976799354881 2123 10250
826958653328592898 4774 20890
826848821049180160 9700 35018
826615380357632002 3801 0
826598799820865537 238 4975
826598365270007810 2251 9702
826476773533745153 4023 17825
826240494070030336 2498 12877
826204788643753985 878 4732
826115272272650244 2968 15161
825876512159186944 1785 10173
825829644528148480 2406 12362
825535076884762624 16884 55365
825147591692263424 4337 17733
825120256414846976 1195 0
825026590719483904 1196 6066
824796380199809024 5273 0
824775126675836928 3356 14468
824663926340194305 1694 10201
824325613288833024 10175 11476
824297048279236611 3691 14606
824025158776213504 574 4685
823939628516474880 2614 10326
823719002937630720 10712 0
823699002998870016 2416 13562
823581115634085888 2514 12622
823333489516937216 22 685
823322678127919110 3848 15254
823269594223824897 9496 0
822975315408461824 3306 16837
822872901745569793 41359 127568
822859134160621569 2182 12834
822647212903690241 6136 0
822610361945911296 2824 14361
822489057087389700 6136 17595
822462944365645825 13650 27061
822244816520155136 9496 33945
822163064745328640 4543 0
821886076407029760 2218 10977
821813639212650496 3224 0
821765923262631936 1603 8154
821522889702862852 1673 7796
821421320206483457 5334 0
821407182352777218 4129 11394
821153421864615936 9 242
821149554670182400 1878 8353
821107785811234820 2045 9313
821044531881721856 2191 12309
820837357901512704 6447 0
820749716845686786 9503 30678
820690176645140481 3096 11899
820494788566847489 542 0
820446719150292993 2468 0
820314633777061888 542 3257
820078625395449857 6019 19211
820013781606658049 1127 0
819952236453363712 1127 5163
819924195358416896 4687 12578
819711362133872643 2985 12987
819588359383371776 1923 9401
819347104292290561 1162 7026
819238181065359361 393 2191
819227688460238848 6447 22391
819015337530290176 35666 0
819015331746349057 18338 0
819006400881917954 18338 44162
819004803107983360 35666 84907
818646164899774465 20122 0
818627210458333184 7277 21794
818614493328580609 2431 9561
818588835076603904 5873 0
818536468981415936 2347 10550
818307523543449600 7738 0
818259473185828864 2165 10694
818145370475810820 2455 11927
817908911860748288 761 4727
817827839487737858 26030 50055
817777686764523521 2588 10493
817536400337801217 2826 11455
817502432452313088 3255 0
817423860136083457 14078 32797
817415592588222464 916 5448
817181837579653120 8136 0
817171292965273600 1946 8537
817120970343411712 2496 11878
817056546584727552 1581 8369
816829038950027264 4527 0
816816676327063552 1954 9747
816697700272001025 2109 9521
816450570814898180 7738 29532
816336735214911488 1872 8371
816091915477250048 2053 8702
816062466425819140 982 0
816014286006976512 5049 0
815990720817401858 982 4809
815966073409433600 8136 21779
815745968457060357 3987 0
815736392542261248 2183 9587
815639385530101762 1590 8015
815390420867969024 3678 10088
814986499976527872 1226 7458
814638523311648768 2607 10998
814578408554463233 5631 0
814530161257443328 1787 8420
814153002265309185 8354 28015
813944609378369540 3062 0
813910438903693312 1793 9077
813812741911748608 13476 35553
813800681631023104 1702 8113
813217897535406080 7061 18159
813202720496779264 1760 9015
813187593374461952 4193 19363
813172488309972993 1860 9040
813157409116065792 2122 7574
813142292504645637 2315 8294
813130366689148928 430 4382
813127251579564032 3008 11521
813112105746448384 2648 10062
813096984823349248 3499 10315
813081950185472002 2689 9674
813066809284972545 1888 7752
813051746834595840 7099 20459
812781120811126785 1835 7347
812709060537683968 1394 6477
812503143955202048 1183 5914
812466873996607488 1856 7786
812372279581671427 3534 13324
811985624773361665 1357 7097
811744202451197953 1534 7367
811647686436880384 713 5464
811627233043480576 2965 12422
811386762094317568 6173 20423
810984652412424192 1380 5188
810896069567610880 1693 8791
810657578271330305 2537 10698
810284430598270976 10856 34316
810254108431155201 3260 14345
809920764300447744 3801 15203
809808892968534016 4723 0
809448704142938112 1418 6788
809220051211603969 5412 19429
809084759137812480 3414 12911
808838249661788160 2945 9891
808733504066486276 2093 7712
808501579447930884 2519 11046
808344865868283904 20122 41406
808134635716833280 5714 0
808106460588765185 2139 8617
808001312164028416 3427 12237
807621403335917568 3499 14247
807106840509214720 53495 115133
807059379405148160 7103 0
807010152071229440 3750 12832
806629075125202948 33459 72709
806620845233815552 5338 0
806576416489959424 1895 4786
806542213899489280 2288 9990
806242860592926720 11248 0
806219024703037440 1164 6319
805958939288408065 5193 0
805932879469572096 1863 8129
805826884734976000 1767 6428
805823200554876929 7755 0
805520635690676224 1607 5625
805487436403003392 2452 8608
805207613751304193 1672 7677
804738756058218496 3711 13361
804475857670639616 1956 6011
804413760345620481 3126 0
804026241225523202 15572 43358
803773340896923648 2652 9826
803692223237865472 7191 0
803638050916102144 4019 10700
803380650405482500 1821 7586
803321560782307329 5138 0
803276597545603072 2375 9806
802952499103731712 1935 8835
802624713319034886 2812 0
802600418706604034 1414 6957
802572683846291456 2438 8760
802323869084381190 5668 15832
802265048156610565 1339 6792
802239329049477120 2537 8893
802185808107208704 266 0
801958328846974976 1658 7585
801854953262350336 231 1764
801538201127157760 2011 8046
801285448605831168 795 5911
801167903437357056 5714 23874
801127390143516673 3846 0
801115127852503040 2036 7896
800859414831898624 96 673
800855607700029440 1558 0
800751577355128832 2710 10352
800513324630806528 2912 12864
800459316964663297 2115 9293
800443802682937345 4173 0
800388270626521089 2719 10910
800188575492947969 3819 0
800141422401830912 2468 14931
800018252395122689 12724 27671
799774291445383169 4515 0
799757965289017345 2085 8203
799422933579902976 1865 7898
799308762079035393 5272 0
799297110730567681 2663 9658
799063482566066176 2404 7908
798933969379225600 4325 12771
798925684722855936 1404 7357
798705661114773508 6443 0
798701998996647937 7515 0
798697898615730177 6311 0
798694562394996736 4810 0
798686750113755136 2256 0
798682547630837760 4597 0
798673117451325440 5402 0
798665375516884993 3795 0
798644042770751489 1794 0
798628517273620480 1916 0
798585098161549313 5481 0
798576900688019456 5670 0
798340744599797760 3239 0
798209839306514432 2483 10203
797971864723324932 3008 11314
797545162159308800 4730 14252
797236660651966464 6379 19479
797165961484890113 26 221
796904159865868288 8653 0
796865951799083009 1884 7515
796759840936919040 2947 11526
796563435802726400 6990 0
796484825502875648 1703 7384
796387464403357696 4025 10760
796177847564038144 13827 0
796149749086875649 13827 31469
796125600683540480 1743 4871
796116448414461957 2330 8887
796080075804475393 2234 8260
796031486298386433 3617 10567
795464331001561088 22794 48280
795400264262053889 2773 9804
795076730285391872 5273 15822
794983741416415232 3258 0
794926597468000259 2238 9994
794355576146903043 9970 0
794332329137291264 2603 9397
794205286408003585 3219 9046
793962221541933056 4723 16412
793845145112371200 1800 9027
793614319594401792 3033 0
793601777308463104 1563 7815
793500921481273345 2302 10438
793286476301799424 8879 24018
793271401113350145 2330 8518
793256262322548741 8091 19529
793241302385262592 3192 10286
793226087023144960 2796 9575
793210959003287553 2707 8721
793195938047070209 5453 14891
793180763617361921 1934 6779
793165685325201412 2704 9164
793150605191548928 1648 6027
793135492858580992 2435 6267
793120401413079041 3794 12356
792913359805018113 3846 13972
792883833364439040 4128 11035
792773781206999040 1634 7199
792394556390137856 4159 13106
792050063153438720 1727 6969
791821351946420224 20447 0
791784077045166082 9240 0
791780927877898241 3696 0
791774931465953280 21475 43979
791672322847637504 3033 11494
791406955684368384 3987 12833
791312159183634433 2453 8555
791026214425268224 3955 0
790987426131050500 2069 9578
790946055508652032 4527 16307
790723298204217344 2231 0
790698755171364864 1865 8030
790581949425475584 6891 20157
790337589677002753 1836 7651
790277117346975746 3062 12273
790227638568808452 3441 0
789986466051088384 2231 9051
789960241177853952 3976 0
789903600034189313 4000 10090
789628658055020548 1708 7302
789599242079838210 1863 6584
789530877013393408 3258 11445
789314372632018944 2211 8423
789280767834746880 4760 0
789268448748703744 2531 8909
789137962068021249 2694 9486
788908386943430656 12084 26761
788765914992902144 9970 26682
788552643979468800 6897 0
788412144018661376 5100 15167
788178268662984705 2031 7079
788150585577050112 1240 5968
788070120937619456 3329 0
788039637453406209 1272 5987
787810552592695296 2944 8408
787717603741622272 2676 10005
787397959788929025 2763 10632
787322443945877504 1678 7607
787111942498508800 6517 0
786963064373534720 7703 26008
786729988674449408 2354 0
786709082849828864 5924 17824
786664955043049472 2446 10322
786595970293370880 3031 9256
786363235746385920 3350 10607
786286427768250368 2737 7771
786233965241827333 4543 14851
786051337297522688 152 1392
786036967502913536 6744 0
785927819176054784 3084 11121
785872687017132033 1738 6538
785639753186217984 2171 7685
785533386513321988 1910 8854
785515384317313025 1210 5981
785264754247995392 1573 7089
785170936622350336 4664 11700
784826020293709826 3126 9844
784517518371221505 2437 8748
784431430411685888 1228 5586
784183165795655680 7755 19525
784057939640352768 10712 28955
783839966405230592 10409 29172
783821107061198850 1888 7174
783695101801398276 3094 10193
783466772167098368 2153 8227
783391753726550016 5268 16462
783347506784731136 5338 0
783334639985389568 11248 28332
783085703974514689 2109 7950
782969140009107456 7103 23495
782747134529531904 1359 7272
782722598790725632 5193 16789
782598640137187329 1810 7598
782305867769217024 5334 16180
782021823840026624 5964 0
781955203444699136 3230 10854
781661882474196992 2610 10153
781655249211752448 1091 3895
781524693396357120 5338 20194
781308096455073793 2467 6954
781251288990355457 1997 8167
781163403222056960 2650 9540
780931614150983680 6990 21059
780858289093574656 1934 6999
780800785462489090 1245 5339
780601303617732608 3224 11773
780543529827336192 1682 6138
780496263422808064 3532 0
780476555013349377 109 0
780459368902959104 1029 5147
780192070812196864 2155 8465
780092040432480260 2215 0
780074436359819264 4744 11762
779834332596887552 6744 18307
779377524342161408 2991 8518
779124354206535695 17583 0
779056095788752897 4355 14329
778990705243029504 6891 19355
778774459159379968 9488 0
778764940568104960 349 839
778748913645780993 1252 6674
778650543019483137 1431 5590
778624900596654080 972 4474
778408200802557953 4138 13227
778396591732486144 11714 0
778383385161035776 1050 5654
778286810187399168 3169 10058
778039087836069888 2544 8228
778027034220126208 1538 6371
777953400541634568 3376 0
777885040357281792 1566 6179
777684233540206592 2812 10920
777641927919427584 4058 0
777621514455814149 2411 8481
777189768882946048 4135 13777
776819012571455488 13113 0
776813020089548800 1149 4740
776477788987613185 2654 8526
776249906839351296 8754 0
776218204058357768 15201 28916
776201521193218049 2416 9283
776113305656188928 4173 11436
776088319444877312 146 1778
775898661951791106 16076 0
775842724423557120 2550 11343
775733305207554048 3846 13470
775729183532220416 4417 12605
775364825476165632 2834 7163
775350846108426240 3741 9848
775085132600442880 4515 15065
774757898236878852 1710 8360
774639387460112384 1658 6534
774314403806253056 5272 21105
773985732834758656 3704 10414
773922284943896577 1673 6219
773704687002451968 1548 6409
773670353721753600 1258 5192
773547596996571136 5873 21406
773336787167145985 4839 0
773308824254029826 7171 22629
773247561583001600 3122 9174
773191612633579521 3961 9692
772877495989305348 3704 8290
772826264096874500 2269 7792
772615324260794368 3234 0
772581559778025472 1635 6296
772193107915964416 1326 5831
772152991789019136 1090 3695
772117678702071809 707 3644
772114945936949249 454 2651
772102971039580160 899 3880
771908950375665664 1806 6348
771770456517009408 3239 11619
771500966810099713 2502 8014
771380798096281600 4839 10182
771171053431250945 7120 0
771136648247640064 2798 8858
771102124360998913 1374 6032
771014301343748096 1588 6673
770787852854652928 1151 4788
770772759874076672 1360 5031
770655142660169732 1716 7128
770414278348247044 2001 6124
770293558247038976 1403 6012
770093767776997377 2913 0
770069151037685760 2191 7344
769940425801170949 9134 30179
769695466921623552 1610 6217
769335591808995329 7394 0
769212283578875904 1646 5217
768970937022709760 6213 13811
768909767477751808 2550 0
768855141948723200 854 4048
768609597686943744 1138 3977
768596291618299904 1225 4873
768554158521745409 5560 0
768473857036525572 3271 13158
768193404517830656 3376 10516
767884188863397888 1311 4594
767754930266464257 5138 15461
767500508068192258 2237 7262
767191397493538821 3601 11874
767122157629476866 2737 9842
766864461642756096 5353 0
766793450729734144 1305 4877
766714921925144576 361 2524
766693177336135680 762 3891
766423258543644672 1508 5799
766313316352462849 1800 6543
766078092750233600 2504 0
766069199026450432 811 4077
766008592277377025 476 3628
765719909049503744 2068 6999
765669560888528897 1182 5008
765395769549590528 3239 25801
765371061932261376 2075 6846
765222098633691136 3234 11238
764857477905154048 1703 6244
764259802650378240 1437 5804
763956972077010945 51 743
763837565564780549 3955 12110
763183847194451968 1408 5184
763167063695355904 2863 0
763103485927849985 2200 7121
762699858130116608 3441 11702
762471784394268675 6115 10837
762464539388485633 3976 9943
762316489655476224 1064 4623
762035686371364864 14802 30672
761976711479193600 1902 5221
761750502866649088 3725 0
761745352076779520 827 4137
761672994376806400 27708 47613
761599872357261312 1132 3985
761371037149827077 17249 0
761334018830917632 1388 4993
761292947749015552 1042 4329
761227390836215808 1500 5154
761004547850530816 3329 10957
760893934457552897 925 3682
760656994973933572 1814 6355
760641137271070720 1229 4818
760539183865880579 3461 7299
760521673607086080 1329 4053
760290219849637889 10939 25816
760252756032651264 825 3801
760190180481531904 1711 5499
760153949710192640 30 0
759943073749200896 1986 5727
759923798737051648 5353 14140
759846353224826880 1880 6491
759793422261743616 1819 5748
759557299618865152 1143 4514
759447681597108224 2354 8187
759446261539934208 466 1610
759197388317847553 1852 5865
759159934323924993 1106 0
759099523532779520 3952 13997
759047813560868866 1910 6242
758854675097526272 865 3418
758828659922702336 3673 10802
758740312047005698 1543 5526
758474966123810816 946 3661
758467244762497024 2104 4617
758405701903519748 1822 5017
758355060040593408 1007 3249
758099635764359168 9488 18299
758041019896193024 352 2603
757741869644341248 3116 6605
757729163776290825 7503 0
757725642876129280 1154 4376
757611664640446465 1040 4406
757597904299253760 286 0
757596066325864448 1003 4187
757400162377592832 6520 14548
757393109802180609 1647 5592
757354760399941633 1348 4341
756998049151549440 1896 6041
756939218950160384 1906 6393
756651752796094464 1236 4852
756526248105566208 3416 9996
756303284449767430 1050 3793
756288534030475264 16866 42412
756275833623502848 1456 6137
755955933503782912 2724 7020
755206590534418437 5080 15796
755110668769038337 10565 20375
754874841593970688 7522 0
754856583969079297 2380 6644
754747087846248448 496 2489
754482103782404096 1856 5084
754449512966619136 695 3604
754120377874386944 2239 7586
753655901052166144 2067 5616
753420520834629632 3372 7574
753398408988139520 1811 5521
753375668877008896 2215 7343
753298634498793472 5400 0
753294487569522689 990 3226
753039830821511168 19851 35635
753026973505581056 908 3769
752932432744185856 6517 12124
752917284578922496 1487 6684
752701944171524096 2721 0
752682090207055872 1510 5784
752660715232722944 1481 4199
752568224206688256 2166 5281
752519690950500352 3269 7071
752334515931054080 1044 3676
752309394570878976 15394 0
752173152931807232 1738 5721
751950017322246144 866 2942
751937170840121344 1243 4972
751830394383790080 1851 5584
751793661361422336 2734 5570
751598357617971201 2909 7643
751583847268179968 1043 4218
751538714308972544 1189 4849
751456908746354688 951 3090
751251247299190784 5569 12043
751205363882532864 1721 6068
751132876104687617 1224 4856
750868782890057730 1291 4592
750719632563142656 4760 12640
750506206503038976 1086 4260
750429297815552001 4058 12651
750383411068534784 1082 4376
750381685133418496 27 670
750147208377409536 910 2996
750132105863102464 1223 3480
750117059602808832 1246 4175
750101899009982464 800 2929
750086836815486976 508 2087
750071704093859840 3144 7478
750056684286914561 854 3044
750041628174217216 581 3048
750026558547456000 742 2609
750011400160841729 857 3101
749996283729883136 775 2929
749981277374128128 2351 4907
749774190421639168 1260 4487
749417653287129088 1555 5868
749403093750648834 502 2503
749395845976588288 3267 8210
749317047558017024 2119 5250
749075273010798592 1957 5520
749064354620928000 1455 4607
749036806121881602 752 2971
748977405889503236 3224 10315
748932637671223296 2138 5559
748705597323898880 908 2668
748699167502000129 1506 4550
748692773788876800 1264 4057
748575535303884801 1883 5821
748568946752774144 638 2113
748346686624440324 1164 5005
748337862848962560 3888 7282
748324050481647620 716 3542
748307329658011649 676 3540
748220828303695873 7363 13541
747963614829678593 2026 5550
747933425676525569 2419 6337
747885874273214464 916 2803
747844099428986880 707 2708
747816857231626240 1106 4626
747651430853525504 147 1313
747648653817413632 5520 12342
747600769478692864 535 2236
747594051852075008 985 3522
747512671126323200 1523 5283
747461612269887489 992 3709
747439450712596480 1808 5187
747242308580548608 2742 0
747219827526344708 1482 5029
747204161125646336 862 3217
747103485104099331 3751 9141
746906459439529985 278 2785
746872823977771008 2020 5744
746818907684614144 1657 5098
746790600704425984 1519 4662
746757706116112384 3696 9137
746726898085036033 1699 5795
746542875601690625 1796 4826
746521445350707200 932 0
746507379341139972 1032 4464
746369468511756288 1543 5947
746131877086527488 2071 6586
746056683365994496 769 3415
745789745784041472 1000 3818
745712589599014916 2196 6699
745433870967832576 2397 6751
745422732645535745 2284 8178
745314880350101504 2591 6833
745074613265149952 3298 7499
745057283344719872 2121 6936
744995568523612160 581 2836
744971049620602880 2526 7523
744709971296780288 1485 5364
744334592493166593 1990 6478
744234799360020481 73286 148901
744223424764059648 339 1572
743980027717509120 1039 3991
743895849529389061 913 3496
743835915802583040 1953 0
743609206067040256 1314 4279
743595368194129920 6156 17491
743545585370791937 890 3377
743510151680958465 3523 7597
743253157753532416 1152 4050
743222593470234624 1810 5921
743210557239623680 1286 3667
742534281772302336 3385 6742
742528092657332225 1852 4219
742465774154047488 3716 6930
742423170473463808 3532 9387
742385895052087300 1856 6490
742161199639494656 1284 4104
742150209887731712 1458 4855
741793263812808706 1418 4335
741743634094141440 2591 7785
741438259667034112 771 3516
741303864243200000 3029 8375
741099773336379392 5211 9521
741067306818797568 2913 9104
740995100998766593 2561 6038
740711788199743490 894 3237
740699697422163968 736 2715
740676976021798912 6443 17320
740373189193256964 12552 33445
740365076218183684 402 2332
740359016048689152 811 3126
740214038584557568 1850 6367
739979191639244800 5560 19030
739932936087216128 1017 3867
739844404073074688 809 3618
739623569819336705 1281 3592
739606147276148736 1557 5143
739544079319588864 19966 37531
739485634323156992 2737 6784
739238157791694849 54670 110221
738891149612572673 6 100
738885046782832640 1077 3589
738883359779196928 742 3128
738537504001953792 1446 4846
738402415918125056 772 3100
738184450748633089 1147 4104
738166403467907072 3135 8321
738156290900254721 608 2373
737826014890496000 1661 5009
737800304142471168 3268 9536
737678689543020544 1242 4782
737445876994609152 4201 9747
737322739594330112 761 3427
737310737551491075 6978 13948
736736130620620800 1615 4027
736392552031657984 6897 16844
736365877722001409 1163 3784
736225175608430592 2634 7722
736010884653420544 2784 7491
735991953473572864 1073 3404
735648611367784448 1045 3846
735635087207878657 2213 5854
735274964362878976 4719 12412
735256018284875776 830 3171
735137028879360001 918 2974
734912297295085568 496 2619
734787690684657664 5947 11925
734776360183431168 504 2389
734559631394082816 372 1418
733828123016450049 739 3399
733822306246479872 966 3501
733482008106668032 889 2967
733460102733135873 1180 3975
733109485275860992 16076 50818
732732193018155009 502 2312
732726085725589504 830 3386
732585889486888962 736 3470
732375214819057664 2355 7696
732005617171337216 5049 14120
731285275100512256 939 3334
731156023742988288 1186 3642
